Gene,Wtrep1,Wtrep2,Wtrep3,Kocna1rep1,Kocna1rep2,Kocrz1rep1,Kocrz1rep2,Kocrz1rep3,pmc1005,pmc1006,pmc1007,Wtpmc1008,Wtpmc1009,Wtpmc1010
CNAG_02539,2195,2525,3013,2450,2756,2019,4208,3333,24,45,54,65,63,76
CNAG_02540,364,711,332,283,394,375,875,535,0,7,6,9,1,12
CNAG_02541,5907,5823,5773,4868,4680,4465,8558,5685,15,26,48,29,26,36
CNAG_02542,14717,8551,11099,4662,5550,17163,21397,13279,14,45,21,33,15,32
CNAG_02543,5757,2784,4882,2723,1886,3991,4458,3377,8,26,35,13,12,18
CNAG_02544,2,6,0,1,1,5,5,4,0,0,0,0,0,0
CNAG_02545,6456,13255,11165,15047,10968,6077,18140,10695,72,183,201,285,204,273
CNAG_02546,210,693,503,875,666,252,889,599,6,48,42,89,59,104
CNAG_02547,2212,5764,4395,5469,4809,1818,7289,5070,14,34,35,33,37,52
CNAG_02548,6677,2886,3554,2856,2084,4641,3735,3240,12,26,27,21,17,30
CNAG_02549,8981,2789,4403,2692,2007,5129,3730,3730,7,5,7,11,6,8
CNAG_02550,876,719,869,593,606,556,925,547,7,10,9,12,9,8
CNAG_02551,450,199,310,228,177,600,391,392,3,2,6,1,2,7
CNAG_02552,734,1633,1376,1783,1394,557,2082,1385,6,18,24,11,7,12
CNAG_02553,430,328,207,319,249,494,695,386,4,4,1,7,2,4
CNAG_02554,330,705,482,398,332,249,776,518,9,20,15,7,11,25
CNAG_02555,4418,3407,3597,3148,2380,4028,4515,3796,6,24,33,40,19,26
CNAG_02556,246,375,277,714,437,236,574,379,0,6,3,1,0,4
CNAG_02557,302,366,295,437,402,215,521,291,4,6,4,8,2,8
CNAG_02558,422,206,239,352,221,478,345,283,2,0,1,0,2,2
CNAG_02561,505,418,405,649,445,518,775,776,23,61,81,33,23,33
CNAG_02562,1076,1650,1334,1608,1280,732,2351,1722,5,31,21,3,8,9
CNAG_02563,184,755,561,1185,1174,301,1271,854,4,13,17,7,7,8
CNAG_02564,335,978,812,988,674,334,1218,682,7,52,63,35,23,37
CNAG_02565,992,2696,2245,2977,2189,1115,3214,2406,60,178,172,123,101,157
CNAG_02566,165,879,410,1103,1009,146,1251,718,24,41,53,39,27,30
CNAG_02567,858,1223,1243,1637,1179,762,1843,1343,12,36,34,14,14,13
CNAG_02568,8223,13979,14029,10400,8896,6934,17921,12719,48,118,140,49,43,53
CNAG_02569,1676,1805,2046,1916,1501,1411,3198,2441,9,51,40,12,9,10
CNAG_02570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_02572,10,9,7,16,3,15,10,8,0,0,0,0,0,0
CNAG_02573,397,625,535,748,416,303,838,682,3,9,8,5,3,1
CNAG_02574,327,1300,728,1152,956,353,1641,1027,4,8,6,3,4,3
CNAG_02575,25312,12276,16156,10164,7906,17370,18434,14752,97,306,323,125,104,122
CNAG_02576,2759,2186,2846,1986,1527,2377,3158,2457,18,36,38,8,3,3
CNAG_02577,12213,3784,11822,1898,1671,12308,16480,13040,144,408,407,171,139,189
CNAG_02578,1429,1463,1130,1515,1026,1684,2031,1500,8,24,24,14,9,8
CNAG_02579,433,1371,983,1126,1159,456,1582,1214,40,59,65,56,25,44
CNAG_02580,705,1222,1140,1210,1092,660,1476,1111,34,90,115,69,57,80
CNAG_02581,2210,2643,3013,3716,2411,1608,3662,2622,54,84,85,28,36,49
CNAG_02582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_02583,66,106,51,154,99,73,151,134,2,12,8,2,5,6
CNAG_02584,516,584,792,606,425,421,1018,663,2,15,7,1,3,1
CNAG_02585,6337,10891,10587,7277,4566,2249,7009,4046,176,571,678,85,77,92
CNAG_02586,206,210,238,152,60,166,170,178,0,5,8,1,0,1
CNAG_02587,432,1597,1037,580,468,347,1194,783,3,19,19,9,7,14
CNAG_02588,164,262,318,315,244,332,644,637,3,8,16,8,8,8
CNAG_02589,209,534,370,705,400,127,643,414,3,11,21,10,8,11
CNAG_02590,480,1039,545,1200,1064,491,1737,951,0,4,12,2,2,3
CNAG_02591,26999,4289,8568,396,467,5144,3996,3179,6,13,13,15,15,11
CNAG_02592,378,615,435,374,260,259,922,590,3,15,24,1,4,3
CNAG_02593,1465,1514,1552,1430,1228,948,1915,1261,23,53,75,21,19,23
CNAG_02594,2187,1901,1960,1502,1045,1510,2232,1990,5,12,16,4,5,6
CNAG_02595,2393,2374,2216,2900,2097,1658,3130,2586,6,23,26,3,5,10
CNAG_02596,1,13,7,7,9,4,3,5,2,0,0,0,0,0
CNAG_02597,1327,2212,1823,2019,1515,940,2427,1601,28,80,81,59,40,55
CNAG_02598,173,169,164,147,116,202,226,158,2,8,16,2,1,4
CNAG_02599,445,494,455,448,287,275,556,508,5,8,6,0,1,1
CNAG_02600,63,192,133,118,76,41,209,174,13,33,31,10,5,12
CNAG_02601,305,432,362,544,269,217,541,429,1,3,5,1,2,1
CNAG_02602,230,265,224,142,67,98,159,85,13,39,46,8,3,7
CNAG_02603,1077,469,759,472,363,1065,1223,1195,6,18,9,2,3,3
CNAG_02604,72,164,172,282,165,111,215,223,0,1,3,0,0,0
CNAG_02605,5326,4782,5905,2688,2619,2977,5715,4226,17,42,38,17,8,12
CNAG_02606,3660,2980,3246,1840,1562,1927,3866,2430,10,31,29,8,11,9
CNAG_02609,2459,2513,2770,2734,2086,2606,4154,2901,19,50,61,30,21,34
CNAG_02654,178,1114,605,1243,1102,180,1476,893,9,25,30,14,16,18
CNAG_02655,20514,10259,13147,8777,6619,11020,14501,9506,24,72,93,11,15,9
CNAG_02656,2433,2380,2210,2609,2213,1957,3380,2651,8,16,45,14,14,25
CNAG_02657,1195,2509,1997,3412,2415,1450,3473,2366,74,144,181,122,89,129
CNAG_02658,763,2207,2259,1496,959,350,2068,1313,32,115,130,74,63,57
CNAG_02659,0,1,0,0,0,2,3,0,2,1,0,0,0,1
CNAG_02660,0,1,0,2,0,0,4,2,0,1,0,0,0,0
CNAG_02661,1350,922,1454,514,341,210,351,285,63,162,171,27,23,39
CNAG_02662,2904,3518,3992,3357,2736,1997,4447,3160,30,44,69,20,14,14
CNAG_02663,9000,2718,4108,2870,2336,6120,4156,3734,13,40,65,28,26,34
CNAG_02664,1879,4163,3166,5481,3990,1946,5862,3843,24,95,97,95,50,95
CNAG_02665,100,198,214,380,215,79,254,193,22,68,61,16,10,16
CNAG_02666,199,681,661,1299,670,245,909,647,6,25,40,18,6,5
CNAG_02667,1413,1845,1898,1172,1150,988,2302,1693,9,16,36,5,5,7
CNAG_02670,759,1421,1355,1432,1103,583,1714,1285,16,38,39,12,13,14
CNAG_02671,7147,12486,11179,10838,9433,5546,15814,10425,70,150,187,54,66,73
CNAG_02672,240,962,947,1478,1133,372,1523,1167,96,214,252,159,109,168
CNAG_02673,18752,17870,25253,15585,13578,14566,39162,23682,41,101,142,74,79,84
CNAG_02674,2246,6775,6089,9833,8287,2587,10265,6421,3,12,10,2,1,2
CNAG_02675,500,2626,1206,3266,2970,461,2912,1857,15,41,39,9,7,15
CNAG_02676,939,1579,1633,2456,1604,935,2148,1972,29,64,67,34,15,22
CNAG_02677,7387,4657,4882,4276,3849,5680,6294,4958,17,62,80,80,55,54
CNAG_02678,2860,1800,1766,2245,1782,2141,2416,2137,8,32,53,4,9,11
CNAG_02679,492,598,661,395,317,372,720,582,12,23,22,12,12,22
CNAG_02680,2662,3790,3553,2782,2350,2027,5042,3431,13,27,34,5,5,7
CNAG_02681,3591,1915,3308,2055,1253,1702,1571,1463,33,71,89,15,6,14
CNAG_02682,2008,5253,4129,4262,3661,1881,7677,5647,5,8,23,6,8,5
CNAG_02683,1152,2260,1598,2062,1353,854,2674,1725,23,56,67,35,30,45
CNAG_02684,4605,4816,5225,2472,2319,2442,5648,3647,26,60,56,73,47,91
CNAG_02685,12072,13168,14148,1692,1201,2231,5155,3448,107,294,342,203,142,169
CNAG_02686,3401,7610,5562,6278,5206,2897,8623,5483,59,178,225,84,84,78
CNAG_02687,1181,2240,1847,2993,2352,1603,3413,2529,24,61,67,46,27,43
CNAG_02688,536,232,246,486,265,402,388,318,2,8,2,2,1,1
CNAG_02689,340,335,280,412,230,324,461,269,1,6,7,2,1,1
CNAG_02690,1407,1467,1019,877,706,1071,2782,1618,2,6,3,3,3,8
CNAG_02691,4812,11927,8941,5111,5083,5301,23113,11833,2,6,10,10,7,7
CNAG_02692,10298,10641,12775,8412,7872,8439,18321,13351,14,54,85,40,20,39
CNAG_02693,2097,1623,1528,1040,740,1214,1473,1086,16,49,39,8,11,4
CNAG_02694,48,78,53,57,28,23,45,43,1,5,8,2,0,1
CNAG_02695,3114,4278,4612,4015,2942,2392,5837,4758,10,26,30,7,9,13
CNAG_02696,2420,4064,3663,2955,2667,1647,5127,3322,16,41,46,3,10,12
CNAG_02697,1902,1769,2587,2348,1826,2028,2508,2270,19,45,43,17,25,22
CNAG_02698,3511,3620,5089,4236,3446,3108,5457,4877,13,41,42,21,16,15
CNAG_02699,2147,5720,5331,6452,4943,2231,6481,5407,19,64,84,32,20,25
CNAG_02700,1879,5455,4369,5918,4500,1959,7002,4886,34,58,72,22,18,27
CNAG_02701,13662,47467,39537,44067,32675,13925,71957,47329,7,15,17,0,1,5
CNAG_02702,1953,3159,3189,3836,2610,1303,3607,3031,50,114,153,31,27,30
CNAG_02703,714,1710,1518,1958,1496,682,2197,1891,22,68,71,37,23,36
CNAG_02704,1611,3231,3119,3429,2315,1320,4254,2506,16,72,121,27,25,36
CNAG_02705,179,419,317,1355,782,194,882,744,1,9,9,5,3,3
CNAG_02706,395,157,199,76,108,310,229,343,1,13,9,0,2,2
CNAG_02707,43,43,31,27,28,52,39,39,1,5,9,1,0,1
CNAG_02708,1146,1581,1524,1621,1382,795,1760,1442,4,17,39,14,10,12
CNAG_02709,854,1058,1197,1104,779,647,1303,996,13,29,36,23,13,12
CNAG_02710,5036,10289,9646,12390,9961,6433,15722,10912,48,152,186,78,63,50
CNAG_02711,36,29,35,34,22,56,40,29,1,1,2,1,0,0
CNAG_02712,558,1390,814,1455,965,536,1818,1149,18,34,66,37,22,29
CNAG_02713,33,67,31,59,35,20,72,54,0,0,0,0,1,0
CNAG_02714,1088,5966,3703,7126,4867,1781,9422,4329,162,436,547,455,308,459
CNAG_02715,1187,1910,1190,2106,1807,727,2388,1721,9,32,49,4,1,12
CNAG_02716,1577,1607,2117,2417,1736,1268,2429,1817,33,81,118,10,21,12
CNAG_02717,4319,3833,4154,3076,2035,3183,4839,3440,38,67,71,37,35,44
CNAG_02718,704,1951,1443,2725,1743,588,3129,2041,21,87,110,43,25,45
CNAG_02719,288,308,308,471,287,253,360,343,7,13,13,5,0,7
CNAG_02720,8,53,53,72,56,16,85,61,13,29,26,19,10,33
CNAG_02721,90,328,94,240,234,134,382,231,2,5,4,1,1,3
CNAG_02722,2756,2790,2493,1558,1078,2099,3925,2227,28,73,76,32,37,35
CNAG_02723,1988,2469,2343,2751,2042,1672,3241,2330,13,52,51,10,10,14
CNAG_02724,80,300,128,291,255,58,403,199,3,5,4,0,0,0
CNAG_02725,3141,5861,4374,13719,6698,2408,9363,5185,21,119,158,53,30,40
CNAG_02726,1666,3922,2930,5835,3626,1324,5517,3355,32,110,128,43,38,45
CNAG_02727,719,1375,1303,1503,928,510,1907,1211,2,14,18,7,6,1
CNAG_02728,736,731,760,830,658,615,1170,876,19,39,33,12,5,10
CNAG_02729,125,259,123,313,282,87,352,224,6,14,16,8,2,6
CNAG_02730,2493,2697,3249,3730,2428,1946,3257,2462,17,72,80,32,12,34
CNAG_02733,87,158,74,88,42,52,222,99,3,2,8,1,0,0
CNAG_02734,36,25,17,26,6,45,40,24,2,3,3,0,0,0
CNAG_02735,233,611,549,1461,730,225,873,754,28,64,60,13,5,13
CNAG_02736,12325,11115,12085,12280,11119,16052,16991,12543,41,91,102,45,38,44
CNAG_02737,0,2,0,3,1,9,5,2,0,0,0,1,0,0
CNAG_02738,2385,1939,1820,2380,1864,2093,2804,2601,10,38,31,19,21,23
CNAG_02739,1405,1932,2033,1921,1443,918,2541,1917,13,58,49,27,17,26
CNAG_02740,166,273,249,343,291,191,335,305,9,10,16,29,12,23
CNAG_02741,1166,2197,1819,2357,1523,743,2541,1510,32,74,81,15,6,15
CNAG_02742,866,1435,1215,1680,1150,564,1852,1123,10,39,52,19,12,17
CNAG_02744,171,342,407,295,193,53,213,216,2,11,15,2,1,4
CNAG_02745,1079,2903,1998,3079,2270,1074,3857,2430,6,46,39,22,17,25
CNAG_02747,450,1055,1093,1683,1068,518,1572,1118,20,40,43,11,11,7
CNAG_02748,31755,45555,44629,38462,30544,21342,62026,40807,247,743,724,267,221,261
CNAG_02749,263,973,637,1386,1079,302,1229,850,10,22,36,21,9,10
CNAG_02750,431,388,439,513,303,392,403,407,7,14,24,8,4,5
CNAG_02751,104020,13258,26645,4121,2973,60637,33843,28327,60,187,185,297,224,284
CNAG_02752,1609,2552,2279,3198,2285,1537,3848,2481,27,86,109,58,33,49
CNAG_02753,5154,6228,5547,7547,5319,3923,10915,5798,28,90,104,44,31,53
CNAG_02754,2547,8733,5519,7494,5402,3217,12198,5736,79,353,464,449,300,373
CNAG_02755,600,1187,912,1504,1094,432,1531,996,16,32,39,9,4,14
CNAG_02756,524,661,544,749,440,437,883,578,5,16,19,4,5,3
CNAG_02757,1692,1795,2179,3350,2473,1464,3432,2704,20,53,65,19,13,20
CNAG_02758,6,14,12,35,22,12,23,12,1,6,4,11,6,10
CNAG_02759,0,2,0,0,1,0,2,1,0,0,0,0,0,0
CNAG_02760,2160,2761,2463,3199,2214,1759,4237,2580,9,29,33,15,3,12
CNAG_02761,9886,11945,14156,20613,12771,8287,19764,13846,123,315,318,103,97,102
CNAG_02762,8019,13614,12520,14138,9921,11537,18736,12959,70,229,234,122,115,155
CNAG_02763,681,2102,1372,2267,1656,609,2718,1657,26,66,73,48,28,38
CNAG_02764,1248,1057,935,1093,897,884,1423,1068,9,21,21,4,2,4
CNAG_02765,1441,696,703,543,414,1112,942,763,0,7,3,2,3,1
CNAG_02766,624,974,953,1373,956,557,1412,1052,23,38,43,18,9,16
CNAG_02767,1903,1537,1719,1655,1370,1489,2257,1987,1,6,9,4,3,3
CNAG_02768,8986,2609,3231,1547,1401,6956,5051,3363,2,9,9,8,9,4
CNAG_02769,718,1622,1392,2065,1383,630,1977,1316,15,47,66,22,24,20
CNAG_02770,3887,1683,2264,1923,1300,3167,2155,1974,16,31,41,6,13,13
CNAG_02771,4838,3636,4898,3139,2473,3376,4555,4185,35,89,77,21,11,17
CNAG_02772,2996,1735,1741,1890,1185,2197,2269,2018,10,30,46,10,5,15
CNAG_02773,597,1801,1335,1761,1371,668,2156,1516,38,71,83,65,53,82
CNAG_02774,3108,2698,2635,1982,1511,989,2105,1609,45,104,134,36,16,27
CNAG_02775,6628,9161,5662,13305,5793,11102,9667,10562,114,208,207,149,115,125
CNAG_02776,1280,448,578,920,595,1139,607,658,3,18,21,10,9,7
CNAG_02777,768,1011,640,1749,1699,806,2200,694,123,393,530,398,265,374
CNAG_02779,1180,2274,2058,3572,2177,1055,3242,2198,47,149,218,35,30,35
CNAG_02780,1440,3036,2218,2861,2112,1661,3594,2684,41,111,109,54,39,55
CNAG_02781,183,107,118,76,36,80,162,130,3,12,8,5,5,2
CNAG_02782,239,569,507,625,529,192,692,524,6,23,23,10,6,11
CNAG_02783,1049,1177,1300,1748,1263,1006,1929,1364,20,50,71,31,16,26
CNAG_02784,2336,1530,1577,1549,1095,1919,1916,1783,13,31,36,14,8,22
CNAG_02785,530,1325,1065,1572,1111,659,1819,1431,13,25,42,14,8,15
CNAG_02786,1760,3423,2866,3210,2471,1540,4309,2594,13,56,57,20,22,26
CNAG_02787,7185,2792,3301,2879,2366,6843,3992,3278,25,42,58,14,6,8
CNAG_02788,1347,901,1836,1359,1020,912,1664,1227,13,40,55,11,10,17
CNAG_02789,4876,5639,6933,5695,4508,4160,7730,4945,40,113,151,22,19,34
CNAG_02790,458,925,664,944,896,507,1685,972,37,95,82,37,28,39
CNAG_02791,1227,697,928,759,573,1254,1474,978,8,33,45,18,13,21
CNAG_02792,2715,2165,2315,1847,1627,3160,3258,2701,13,41,51,23,15,24
CNAG_02793,1123,2455,2038,2041,1780,964,3085,2306,6,26,32,13,8,15
CNAG_02794,3465,5321,4436,4494,3079,2685,5733,3923,48,121,146,49,29,61
CNAG_02795,2,8,3,8,1,2,3,0,0,0,0,0,0,0
CNAG_02796,3409,2659,2739,1605,1308,2310,2478,2086,31,58,62,31,10,28
CNAG_02797,544,1902,1418,2998,2128,418,2411,1733,16,52,53,45,23,39
CNAG_02798,862,1868,1888,2443,1552,868,2744,1925,18,61,68,28,19,22
CNAG_02799,305,238,159,315,255,400,492,322,4,5,8,2,1,1
CNAG_02800,724,1901,1641,2635,1619,766,3141,2200,6,15,24,11,7,12
CNAG_02801,29365,19150,24338,22678,15331,19200,27807,21435,218,595,835,256,189,214
CNAG_02802,339,427,367,613,400,352,588,523,10,14,12,11,4,4
CNAG_02803,429,459,407,590,470,537,640,561,6,10,8,3,4,6
CNAG_02804,58,195,198,246,169,59,301,223,1,1,1,1,0,1
CNAG_02805,130,137,95,175,100,170,200,162,1,1,4,1,4,0
CNAG_02806,2315,2271,2995,3200,2439,2142,4149,2839,76,215,262,133,100,146
CNAG_02809,417,1100,1007,992,801,332,1006,810,10,33,43,17,9,22
CNAG_02810,392,1630,1104,1647,1175,322,1818,1219,49,88,131,101,93,121
CNAG_02811,2793,4615,3902,4114,3256,2708,6013,4185,52,196,249,187,108,175
CNAG_02812,959,2242,1808,2831,1769,912,2867,1724,34,93,128,46,45,61
CNAG_02813,2035,1994,2017,1994,1547,1469,2448,2043,14,35,25,20,10,9
CNAG_02814,6982,16577,9991,12724,13253,7087,25443,14634,40,100,116,97,51,96
CNAG_02815,13320,9562,11554,5500,6662,9011,15133,10218,14,33,42,68,66,87
CNAG_02816,1887,3796,2724,4199,3314,1867,5239,3120,39,90,117,55,39,61
CNAG_02817,21661,11430,14732,15401,10862,16766,16808,13996,140,397,440,118,91,109
CNAG_02818,2042,2590,2176,2337,1486,1569,3001,1885,128,351,369,56,45,63
CNAG_02819,9104,2701,3504,2441,1827,7592,3490,3192,17,54,65,4,8,10
CNAG_02820,625,1110,1415,1040,776,305,1149,821,8,18,21,9,3,9
CNAG_02821,797,419,516,455,337,678,458,510,4,17,8,5,5,8
CNAG_02822,1843,4330,4279,5201,3718,1656,5902,4291,37,122,105,75,53,86
CNAG_02823,1341,2912,2632,3321,2831,1248,3823,2784,15,39,41,10,11,18
CNAG_02824,813,1433,1596,1619,1274,1001,2046,1988,12,35,49,26,14,18
CNAG_02825,956,3566,2149,2929,2145,1197,4054,2614,21,81,95,51,39,66
CNAG_02826,234,682,510,682,465,179,680,508,11,29,44,9,9,18
CNAG_02827,7582,4063,5260,3921,2926,6127,4622,3939,42,88,84,21,25,32
CNAG_02828,242,647,740,911,425,311,567,713,3,11,16,1,2,4
CNAG_02829,544,1828,1115,2514,1872,495,2259,1438,8,37,44,20,11,33
CNAG_02830,1271,1330,1796,1971,1407,1178,2189,1606,31,83,95,23,24,30
CNAG_02833,4171,4524,4864,6132,4521,3254,7005,5109,27,80,85,41,46,53
CNAG_02834,2770,3463,3786,2630,2151,1798,4727,3174,16,43,50,10,7,12
CNAG_02838,1680,1240,1307,1306,1000,1590,1890,1261,8,41,33,24,10,16
CNAG_02839,237,117,215,488,267,207,200,263,1,10,7,0,1,3
CNAG_02840,84,197,201,384,211,78,254,213,3,10,10,14,4,2
CNAG_02841,3589,2878,4696,3780,2774,3630,4561,4282,33,91,98,23,9,31
CNAG_02842,4345,2334,2707,2292,2046,4991,3138,2715,13,34,35,27,14,31
CNAG_02843,25196,31134,38468,23601,17811,16057,42955,29504,330,1043,1211,368,221,339
CNAG_02844,374,1038,933,1231,876,419,1243,873,5,25,21,8,4,5
CNAG_02845,1090,3192,2952,3736,2577,879,3562,2459,42,89,102,26,27,49
CNAG_02846,2262,1793,1775,2753,1923,1396,2720,2239,12,42,35,9,17,11
CNAG_02847,172,320,209,346,281,187,493,346,2,16,12,13,8,16
CNAG_02848,746,672,913,852,561,732,982,968,8,56,40,17,11,16
CNAG_02849,0,6,3,2,0,0,8,5,0,0,0,0,0,0
CNAG_02850,235,1757,421,2874,2187,300,3402,1666,14,35,38,38,15,45
CNAG_02851,2458,1092,957,958,790,1362,1340,1023,20,53,53,20,8,26
CNAG_02852,1293,3260,2690,3431,2499,1028,4560,2684,62,182,217,103,65,114
CNAG_02853,2243,4620,4528,5691,3841,2204,6535,4986,113,353,399,205,161,208
CNAG_02854,1829,1441,1280,2067,1403,1719,2339,1700,20,54,54,21,5,22
CNAG_02855,2109,4841,4877,5397,3896,1580,6035,3739,45,116,140,30,33,33
CNAG_02856,1253,3391,2805,3660,2841,1031,4781,3267,35,76,88,65,46,66
CNAG_02857,3012,4339,4168,4098,2917,2335,6177,3754,49,136,149,95,66,106
CNAG_02858,2632,8628,6218,9648,5900,2882,12358,6388,87,275,339,262,161,239
CNAG_02859,230,425,496,459,333,195,595,434,3,4,2,0,1,1
CNAG_02860,1785,4710,3290,5436,4287,1339,6498,3876,103,252,352,196,132,179
CNAG_02861,930,1242,1183,1177,964,590,1750,1219,7,24,15,1,4,3
CNAG_02862,540,758,716,592,405,291,763,591,9,18,27,5,6,5
CNAG_02863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_02864,32207,10960,14870,466,365,930,1421,894,6,15,11,5,7,10
CNAG_02865,102,51,95,69,25,39,49,36,4,3,3,0,0,0
CNAG_02866,4075,3409,3152,3617,3337,2701,4522,3570,21,54,70,12,9,9
CNAG_02867,849,1228,1455,1875,1047,575,1333,1187,15,46,38,22,21,17
CNAG_02868,1340,1299,1967,1654,1401,1431,2580,2197,63,148,149,56,50,52
CNAG_02869,12,40,28,14,28,7,33,27,0,0,1,0,0,1
CNAG_02870,653,1203,1264,1323,1122,813,1953,1509,28,75,67,40,30,37
CNAG_02871,815,1486,1297,1744,1256,628,2157,1508,12,20,17,4,5,13
CNAG_02872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_02873,2679,3312,3961,3245,2002,1743,4664,3065,16,47,39,6,5,19
CNAG_02874,2794,5319,5487,4824,4033,2172,8057,5060,14,36,52,19,4,19
CNAG_02875,986,832,985,776,636,732,1064,929,11,42,37,24,24,32
CNAG_02876,5207,10736,10357,12872,9955,4512,14870,10212,161,471,540,328,242,335
CNAG_02877,5979,4462,4544,2366,2682,3053,5129,3471,6,10,18,16,9,17
CNAG_02878,1624,1729,1808,2197,1756,1813,2555,1807,11,39,42,8,4,14
CNAG_02879,2146,2608,2408,3430,2439,2433,3574,2654,16,36,45,14,18,22
CNAG_02880,4561,9501,11706,9747,7734,4983,13177,11116,75,197,203,220,167,257
CNAG_02881,1345,794,804,818,573,906,1113,902,9,11,10,5,0,2
CNAG_02882,122,595,351,1159,898,153,667,587,8,25,18,15,10,6
CNAG_02883,2996,3900,3986,2889,2075,1420,4272,2847,20,44,63,16,18,17
CNAG_02884,184,437,352,637,428,181,600,444,9,29,13,9,6,6
CNAG_02885,548,1795,1117,2629,1770,626,2364,1504,51,121,128,67,59,68
CNAG_02886,1662,3968,2852,7782,4401,1283,5814,3485,39,95,99,40,32,33
CNAG_02888,680,1072,859,1223,797,554,1447,1005,8,23,22,2,2,6
CNAG_02889,62,87,68,80,75,57,136,115,3,4,5,1,0,2
CNAG_02890,677,945,856,853,568,600,1055,763,21,65,51,32,28,33
CNAG_02891,3208,4959,4509,6498,4008,2794,7006,3872,19,126,124,65,51,57
CNAG_02892,2011,2340,2591,1760,1656,2093,4285,3449,1,10,11,7,1,3
CNAG_02893,201,288,151,240,142,175,344,194,4,7,9,6,4,2
CNAG_02894,117,363,406,630,349,185,477,482,5,10,15,6,4,7
CNAG_02895,3409,5400,5322,9392,6528,2976,7767,5960,34,114,137,31,38,40
CNAG_02896,4562,2952,4179,3588,2812,3362,4986,3551,48,102,137,42,49,61
CNAG_02897,1195,2660,1928,2243,2074,822,2906,2036,11,56,63,14,11,19
CNAG_02898,6429,3892,4074,3767,3039,5202,5783,4771,20,48,57,25,16,25
CNAG_02899,487,147,307,43,50,287,294,307,2,5,7,1,2,3
CNAG_02900,285,553,571,323,244,160,406,315,9,33,38,5,2,5
CNAG_02901,5138,2896,3430,2992,2300,4819,4454,3780,17,26,38,22,21,18
CNAG_02902,164,448,332,315,283,155,538,406,2,12,10,2,6,6
CNAG_02903,7396,4525,7713,6534,5115,7677,12407,12064,53,172,190,38,23,49
CNAG_02904,1309,1066,1192,1073,656,1135,1372,1363,6,16,41,5,0,4
CNAG_02905,14378,6056,7513,6440,5753,9615,8941,7394,15,45,45,27,24,24
CNAG_02906,7962,3988,4278,4023,3419,8175,5842,4456,14,70,65,22,19,32
CNAG_02907,1058,1194,1388,989,821,918,1450,1282,15,25,41,15,14,14
CNAG_02910,2470,1429,2005,3127,1993,1709,2038,2160,7,18,32,20,12,11
CNAG_02911,447,1306,906,1245,948,504,1615,1025,14,28,33,12,7,11
CNAG_02912,1979,4309,3787,3382,3109,1762,5392,3888,10,45,55,17,24,18
CNAG_02913,1084,1412,1269,2007,1514,1145,2049,1439,17,49,54,25,15,15
CNAG_02914,421,830,680,1447,661,363,1482,806,11,43,68,46,26,15
CNAG_02915,1880,2552,2607,2273,1648,1215,2789,2143,30,77,91,37,17,37
CNAG_02916,3336,4805,4019,6285,3353,2893,6282,3839,48,101,113,102,85,111
CNAG_02917,121,106,70,123,92,146,168,109,3,13,20,13,9,20
CNAG_02918,6374,3100,6475,4766,2720,4967,5131,3902,155,412,508,77,53,60
CNAG_02919,115,155,92,305,148,133,183,129,2,15,24,5,2,7
CNAG_02920,3,13,22,12,2,7,15,11,0,1,0,0,0,1
CNAG_02921,4201,8801,8861,10054,6932,2896,9252,6625,215,525,582,203,164,242
CNAG_02922,658,1883,1352,1809,1229,676,2384,1548,9,23,24,7,8,8
CNAG_02923,1808,1349,1226,1259,907,1673,1895,1609,7,28,30,25,22,34
CNAG_02924,3285,2853,3791,4679,3046,2497,4951,4637,119,500,634,212,149,174
CNAG_02925,1442,5688,3126,5245,4742,1633,10618,5638,138,466,632,579,433,592
CNAG_02926,589,820,765,608,635,487,1438,1001,7,20,13,22,16,18
CNAG_02927,5525,6897,10141,8096,6225,5397,8671,7318,39,118,121,31,23,24
CNAG_02928,2326,8607,5837,8703,6198,2761,11600,5698,195,510,642,574,433,568
CNAG_02929,2475,4792,4201,5463,4503,2379,6806,4559,19,57,69,20,18,27
CNAG_02930,274,1255,804,1258,1082,276,1583,1002,21,60,57,29,26,40
CNAG_02931,416,687,632,697,503,260,966,659,4,11,12,7,0,2
CNAG_02932,520,481,454,394,278,368,512,394,6,15,11,3,1,3
CNAG_02933,5215,3816,4502,2667,1704,2924,3333,2615,11,37,34,25,17,25
CNAG_02934,3980,4527,8155,13496,9127,4361,8211,7870,44,138,155,25,16,25
CNAG_02935,652,749,979,2123,1365,481,1653,880,45,132,131,39,28,37
CNAG_02936,2368,8973,7233,8232,6909,2205,10734,7799,53,140,137,81,67,89
CNAG_02937,3460,5189,5142,5714,4025,2814,6917,4286,32,87,96,31,23,28
CNAG_02938,5356,5805,7581,7356,4114,5048,10203,6038,94,402,543,239,168,211
CNAG_02939,1098,1305,1299,1444,1240,921,2227,1634,5,22,19,6,5,6
CNAG_02940,2290,3161,2915,3696,3313,1754,4547,3008,29,57,79,11,14,19
CNAG_02941,1973,2445,2364,2365,1294,1116,3439,2500,42,99,130,28,19,32
CNAG_02942,3454,2342,2457,2736,2468,2390,3666,2461,4,14,10,39,32,21
