Gene,Wtrep1,Wtrep2,Wtrep3,Kocna1rep1,Kocna1rep2,Kocrz1rep1,Kocrz1rep2,Kocrz1rep3,pmc1005,pmc1006,pmc1007,Wtpmc1008,Wtpmc1009,Wtpmc1010
CNAG_07685,1885,1190,1308,1506,1171,1624,1888,1517,4,7,16,5,4,7
CNAG_07686,149,531,249,722,635,125,705,412,5,2,17,24,10,20
CNAG_07687,333,403,335,219,141,206,479,390,4,2,4,5,5,0
CNAG_07688,3141,4177,4132,4178,3484,2439,5901,3849,12,25,25,8,10,11
CNAG_07689,3242,5878,5196,6433,5233,2983,7991,5337,20,58,61,55,42,54
CNAG_07690,60,116,88,107,100,32,93,65,2,1,1,2,10,5
CNAG_07691,1161,433,498,385,287,677,545,460,1,3,5,1,2,3
CNAG_07692,1652,3312,3004,2720,2388,1234,3520,2874,7,11,19,18,13,19
CNAG_07693,2,16,9,11,5,9,12,14,0,1,0,0,0,0
CNAG_07694,882,1801,1524,1716,1260,902,2429,1553,10,17,17,19,17,22
CNAG_07695,4844,2580,2848,5081,3541,6673,4865,3297,91,285,299,188,133,214
CNAG_07697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07698,44,22,17,24,17,45,22,20,0,0,2,0,0,2
CNAG_07699,376,1426,916,1531,1241,392,1733,1519,6,17,17,19,21,24
CNAG_07700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07701,5568,3055,3851,3908,2861,4651,3910,4421,22,42,38,25,18,24
CNAG_07702,249,482,493,790,413,442,688,675,2,3,6,4,5,3
CNAG_07703,2561,897,1140,1024,777,1238,1150,1151,4,7,3,2,3,1
CNAG_07704,90,27,16,48,26,95,37,17,0,2,0,2,0,0
CNAG_07705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07706,258,482,542,404,265,101,285,296,3,6,3,2,1,0
CNAG_07707,338,219,223,185,160,253,287,266,0,0,4,2,3,2
CNAG_07708,2607,1715,2481,2532,1723,2242,2434,2591,7,12,14,3,4,3
CNAG_07709,14,18,19,32,13,15,19,28,0,1,0,0,0,0
CNAG_07710,138,268,261,211,190,86,309,200,1,2,4,0,1,1
CNAG_07711,12,15,35,23,10,9,24,26,0,0,0,0,0,0
CNAG_07712,6207,3428,3891,3484,2606,4321,4385,3737,10,28,37,24,13,21
CNAG_07713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07715,1580,1763,1668,1653,1262,1284,2253,1666,12,30,39,23,15,19
CNAG_07716,2960,6125,7573,5119,3479,1968,7388,5643,24,49,60,35,27,42
CNAG_07717,4037,9008,6781,10611,8950,3834,11873,7965,19,31,37,46,38,54
CNAG_07718,4582,10015,8581,8879,7336,3480,12210,8319,28,74,80,38,43,47
CNAG_07719,14645,14028,13167,20236,14075,11845,19478,15127,21,80,85,52,42,63
CNAG_07720,1567,2462,2252,2573,1983,1168,3976,2122,7,24,23,27,31,28
CNAG_07722,17,17,9,2,8,16,24,13,1,1,1,0,0,0
CNAG_07723,60,69,57,31,36,13,29,27,0,1,0,1,0,1
CNAG_07724,2062,4428,4655,4324,3627,2105,6774,4786,16,30,30,32,23,30
CNAG_07725,36,20,25,4,1,0,1,5,0,0,0,0,0,0
CNAG_07727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07729,13,11,27,20,3,13,22,13,0,0,1,0,0,0
CNAG_07730,134,85,80,85,70,192,117,83,0,1,2,0,1,1
CNAG_07731,183,197,110,233,161,219,248,176,1,4,0,4,0,1
CNAG_07732,850,1093,1081,1389,943,779,1364,1196,6,20,23,13,15,16
CNAG_07733,3,17,9,11,7,1,18,9,0,1,0,0,1,0
CNAG_07734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07735,145,715,487,905,730,175,746,495,14,42,64,61,56,73
CNAG_07736,5,6,9,5,4,12,9,7,0,0,0,0,0,0
CNAG_07737,47,24,32,18,9,31,35,32,0,0,1,2,0,2
CNAG_07738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07739,320,724,582,949,886,414,1023,704,3,10,7,17,9,15
CNAG_07740,8886,10617,8161,6018,5689,6711,12870,8773,12,44,52,58,37,59
CNAG_07741,3750,3630,3328,2550,2177,2629,4324,2908,4,18,20,14,5,13
CNAG_07742,4,3,6,8,6,0,2,1,0,0,0,0,0,0
CNAG_07743,36,136,125,181,129,65,176,159,1,2,3,0,3,3
CNAG_07744,2885,3854,3035,3860,3086,2095,4701,3098,12,17,23,23,8,11
CNAG_07745,515303,51497,225230,9582,13115,438204,213421,251827,171,484,599,514,416,539
CNAG_07746,1221,1977,1361,1648,1107,890,2143,1179,79,176,244,270,150,255
CNAG_07747,648,815,763,561,546,483,1032,635,9,20,20,17,13,16
CNAG_07748,167,488,380,672,394,144,606,431,2,7,7,13,4,7
CNAG_07749,484,991,933,1714,871,427,1384,827,9,18,25,15,8,10
CNAG_07751,332,720,760,641,439,227,848,742,5,22,16,18,22,26
CNAG_07752,2147,2354,1828,2311,2108,2143,3699,2792,5,20,33,71,40,67
CNAG_07753,1,1,2,1,0,0,2,0,0,0,0,0,0,0
CNAG_07754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07755,1190,941,1254,720,523,628,933,810,5,23,21,16,9,11
CNAG_07756,86,87,76,44,37,75,162,95,7,19,29,10,5,6
CNAG_07757,1261,2189,2188,2155,1781,1488,3101,2583,4,6,20,11,7,8
CNAG_07758,4992,2471,2961,2189,1514,3338,3107,2896,7,20,27,12,9,9
CNAG_07759,2,0,0,6,3,2,0,3,0,0,0,0,0,0
CNAG_07760,22,14,29,32,18,24,19,14,0,1,0,3,0,2
CNAG_07762,23,32,35,27,38,14,41,36,0,1,2,1,0,0
CNAG_07763,1910,1543,2191,2324,1565,1551,2785,2072,2,11,14,5,3,6
CNAG_07764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07765,4,0,1,0,0,0,1,0,0,0,0,0,0,0
CNAG_07766,567,812,708,1049,755,516,1095,935,3,8,16,10,8,19
CNAG_07767,120,95,70,108,94,105,112,85,0,4,0,1,1,3
CNAG_07768,10,20,15,17,11,31,21,20,0,0,0,2,1,0
CNAG_07769,4312,8819,7780,9413,8086,3135,10606,7473,34,45,68,52,44,58
CNAG_07770,1699,5037,4333,3936,3206,703,2822,2010,18,33,37,55,24,55
CNAG_07771,1596,2474,1968,3402,2535,1744,5565,3084,8,29,28,36,29,34
CNAG_07772,237,307,290,428,284,239,378,289,4,4,7,4,3,5
CNAG_07773,691,864,882,800,570,407,1034,793,7,18,20,10,10,7
CNAG_07774,226,476,423,677,561,282,741,562,3,4,10,2,6,6
CNAG_07775,18848,5250,6331,4158,3970,12091,9739,6493,0,2,7,6,1,2
CNAG_07776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07777,288,244,205,329,213,215,312,216,3,6,4,0,3,2
CNAG_07778,2836,4557,4392,5355,3970,3167,7406,5354,57,163,153,155,105,154
CNAG_07779,40,108,36,189,122,44,210,164,1,0,0,1,1,1
CNAG_07780,8503,2921,3649,2234,2073,4466,3630,2990,4,14,11,10,8,8
CNAG_07781,1309,1529,1438,2080,1752,1096,2290,1844,6,16,16,23,13,23
CNAG_07782,1077,1599,1358,2703,2036,1266,2629,1981,12,21,31,21,12,21
CNAG_07784,90,83,85,75,35,30,95,93,5,5,8,3,2,2
CNAG_07785,38,52,83,42,30,30,46,40,0,1,0,0,0,0
CNAG_07786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07788,158,117,99,77,48,129,76,80,2,1,6,0,0,0
CNAG_07789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07790,0,0,0,2,0,0,0,2,0,0,0,0,0,0
CNAG_07791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07793,58,144,170,99,75,21,67,80,2,5,9,2,0,0
CNAG_07794,4645,5941,6154,5652,4576,3002,7614,5528,10,37,45,13,15,20
CNAG_07795,1,0,1,1,0,0,1,0,0,0,0,0,0,0
CNAG_07796,338,582,491,317,332,350,1069,645,1,4,6,5,3,5
CNAG_07797,154,745,128,321,282,144,695,251,4,12,9,26,30,24
CNAG_07798,14,38,32,31,29,9,33,24,0,0,0,0,0,0
CNAG_07799,438,2090,1364,1199,1089,310,1470,1069,2,7,16,14,4,7
CNAG_07800,1108,2101,1701,2414,1720,865,2917,1750,6,17,28,14,11,18
CNAG_07801,2320,2999,2941,2415,1746,1807,4911,3344,10,16,25,41,28,45
CNAG_07802,1085,850,708,869,576,455,790,405,72,241,295,112,84,128
CNAG_07803,253,272,199,321,200,243,294,292,1,4,4,13,4,8
CNAG_07804,4289,4663,5348,5470,3687,2837,6680,4822,13,30,43,27,42,39
CNAG_07805,1981,6818,4674,8676,6643,1848,8800,5446,14,32,36,31,30,32
CNAG_07806,264,312,272,451,280,158,361,278,5,15,12,13,8,16
CNAG_07807,54325,11601,17189,8465,9417,38271,15950,13573,127,487,613,333,204,275
CNAG_07808,2606,3809,2855,4107,2804,1891,6105,3496,17,65,64,48,42,54
CNAG_07809,250,350,373,350,301,250,456,462,0,0,2,1,0,1
CNAG_07810,4390,9578,7111,12059,8550,3775,11901,7072,40,160,188,185,123,184
CNAG_07811,16,17,22,44,23,10,31,21,0,0,0,0,0,0
CNAG_07812,581,1020,893,948,528,226,722,437,12,38,41,15,21,12
CNAG_07813,770,1578,850,1935,1252,696,1783,1091,12,28,32,35,16,28
CNAG_07814,958,1280,1380,1502,986,934,1610,1504,18,43,45,40,22,33
CNAG_07815,359,680,508,712,658,326,940,703,5,15,11,16,14,14
CNAG_07816,2,4,8,11,1,7,5,3,1,0,0,1,0,0
CNAG_07817,144,487,149,531,385,160,692,388,4,9,5,5,7,12
CNAG_07818,254,853,399,549,456,203,937,623,4,14,12,7,5,5
CNAG_07819,25,47,31,45,35,25,87,50,0,0,1,1,1,0
CNAG_07822,842,1055,1025,952,822,916,2057,1161,3,15,17,11,9,10
CNAG_07823,157,219,195,371,259,181,283,228,0,10,2,5,2,3
CNAG_07824,807,950,988,1010,652,410,914,724,3,8,16,19,4,7
CNAG_07825,2852,4080,3794,4309,3085,2342,5718,3899,3,16,9,9,4,11
CNAG_07826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07827,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CNAG_07829,10,3,9,2,3,6,7,5,0,1,0,0,0,0
CNAG_07830,374,1074,689,1785,1067,402,1536,981,7,29,24,24,14,30
CNAG_07831,141,274,280,350,216,123,274,208,2,5,4,1,3,9
CNAG_07832,13,27,27,19,9,9,21,13,0,0,0,0,0,0
CNAG_07834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07836,93,110,111,63,95,86,167,136,0,2,5,0,0,0
CNAG_07837,503,1089,1136,1589,1131,629,1254,1113,0,7,5,6,0,4
CNAG_07838,3594,3167,3155,3232,2645,2756,4724,3362,5,11,14,19,12,22
CNAG_07839,23651,21690,18409,20157,17660,48798,32002,18334,83,294,365,517,356,526
CNAG_07840,144,72,76,109,86,101,92,66,0,1,0,0,0,0
CNAG_07841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07842,16,23,9,7,19,23,38,16,0,2,1,0,0,0
CNAG_07843,3,11,5,0,1,3,7,8,1,0,0,1,0,0
CNAG_07844,186,101,78,62,71,84,77,58,0,0,2,0,0,0
CNAG_07845,197,242,222,180,152,338,759,403,1,3,5,0,0,1
CNAG_07846,652,1584,1276,1820,1263,576,2117,1459,13,13,16,15,19,18
CNAG_07847,4,10,4,4,3,9,5,8,0,0,0,0,0,1
CNAG_07848,1639,2488,2371,2449,1887,1294,3167,2201,10,28,27,21,17,20
CNAG_07849,69,68,63,65,44,93,85,61,0,3,6,1,0,1
CNAG_07850,0,4,4,0,1,0,1,2,0,0,0,0,0,0
CNAG_07851,1773,3025,2115,2758,2639,1688,6018,2919,72,234,275,196,167,205
CNAG_07852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07853,142,101,101,57,89,120,122,109,0,0,1,1,1,1
CNAG_07854,20,12,10,17,9,13,14,16,0,0,0,0,0,0
CNAG_07855,1521,4491,4314,4132,3595,1576,5828,4341,23,60,89,107,91,142
CNAG_07856,2108,3553,3184,3588,2793,2780,6853,5482,26,90,101,96,70,115
CNAG_07857,1437,2708,2530,2932,2236,1223,3564,2526,31,79,74,82,56,85
CNAG_07858,37,25,38,41,16,35,30,34,1,1,3,0,0,1
CNAG_07859,1226,1570,1464,1123,975,953,2133,1584,2,11,5,3,3,10
CNAG_07860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07861,361,160,204,208,147,256,152,161,1,2,2,1,1,3
CNAG_07862,6216,3559,2969,3582,2897,3323,4921,3075,4,30,17,10,13,23
CNAG_07863,5438,14248,9988,24171,16906,4984,19128,12054,40,109,116,89,44,109
CNAG_07864,463,795,672,784,566,280,843,664,22,73,93,93,65,82
CNAG_07865,735,1889,1804,2526,1741,618,2353,1696,20,46,57,48,46,70
CNAG_07866,3228,1007,1151,944,709,3325,1287,1202,4,11,4,11,4,8
CNAG_07867,577,907,617,663,526,398,1105,706,9,27,21,28,21,24
CNAG_07868,71,162,180,161,124,65,95,78,1,2,2,0,0,0
CNAG_07869,18,36,19,30,21,15,41,47,1,12,3,0,2,4
CNAG_07870,18,27,12,0,0,8,29,15,0,0,0,0,0,0
CNAG_07872,112,50,66,91,40,91,89,55,1,1,0,1,1,0
CNAG_07873,2508,3211,4289,2869,2057,560,1809,1555,46,115,148,70,47,70
CNAG_07874,4,5,11,0,5,2,8,3,0,0,0,0,0,0
CNAG_07875,1032,1869,1895,1775,1182,724,2126,1508,10,34,24,14,21,27
CNAG_07876,121,68,61,69,36,140,128,94,0,0,0,3,0,0
CNAG_07877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07878,73,322,223,343,322,103,422,217,3,17,15,32,17,26
CNAG_07879,179,394,337,548,356,147,532,409,3,4,12,3,5,7
CNAG_07880,153,409,404,597,402,144,553,415,1,1,4,1,2,4
CNAG_07881,4,4,7,2,0,2,3,4,0,0,0,0,0,0
CNAG_07882,6,22,16,37,14,16,30,17,0,1,3,0,0,0
CNAG_07883,1912,2202,1991,2387,1825,1718,2834,2309,7,24,26,20,14,9
CNAG_07884,2880,3543,3541,3936,3118,4090,4785,3887,19,75,123,171,94,135
CNAG_07885,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07886,688,1228,1011,1224,825,387,1351,741,5,13,12,7,5,9
CNAG_07887,8970,5441,6791,5491,3536,5867,7485,5481,15,51,44,63,36,46
CNAG_07888,22272,19299,28998,33426,22919,27370,31614,26327,157,679,991,598,468,469
CNAG_07889,881,641,604,736,541,1059,861,770,3,3,7,10,8,11
CNAG_07892,82,155,144,97,83,43,82,82,2,5,2,5,2,1
CNAG_07893,19,67,88,70,47,39,90,56,0,0,4,1,0,2
CNAG_07894,1,1,0,0,1,0,4,0,0,0,0,0,0,0
CNAG_07895,2,15,3,9,4,5,3,3,0,1,0,0,0,0
CNAG_07896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07897,5,11,1,22,1,8,13,8,0,0,0,0,0,0
CNAG_07898,67,93,68,82,60,41,79,67,0,1,2,0,0,1
CNAG_07899,74,43,60,69,35,69,52,42,0,0,0,0,0,3
CNAG_07900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07901,3477,4584,4448,6399,4354,2771,6245,4957,10,44,37,41,27,47
CNAG_07902,7050,7574,9067,8762,4774,3948,9714,7955,158,392,412,284,223,257
CNAG_07903,2059,4075,4024,3407,2955,1675,4699,3378,10,21,23,7,4,10
CNAG_07904,1762,1489,1514,1502,1051,1434,2141,1411,2,6,28,15,13,15
CNAG_07905,33,90,102,146,80,35,120,107,0,2,1,3,1,1
CNAG_07908,601,2166,1465,2403,1700,513,2016,1484,19,31,46,47,30,42
CNAG_07909,19,87,21,185,133,18,135,91,0,2,0,2,1,0
CNAG_07910,2,5,0,0,2,3,5,4,2,0,0,0,0,0
CNAG_07911,459,608,445,975,681,270,743,458,2,3,3,4,1,2
CNAG_07912,53,75,51,79,48,51,124,83,3,1,3,1,2,6
CNAG_07913,90,152,123,201,86,56,133,115,1,2,1,0,0,0
CNAG_07914,5681,10038,9319,10409,7747,5216,14104,10054,39,82,90,64,56,64
CNAG_07915,2,1,0,4,0,3,3,6,0,0,0,0,0,0
CNAG_07916,0,5,2,4,2,0,3,3,0,0,0,0,0,0
CNAG_07917,110,328,166,890,652,176,625,357,9,40,54,85,59,104
CNAG_07918,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CNAG_07919,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CNAG_07920,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CNAG_07921,343,916,577,963,627,254,1006,607,9,23,32,18,21,26
CNAG_07922,770,1355,1254,1461,1190,836,1777,1392,15,23,19,21,15,23
CNAG_07923,127,52,71,50,21,151,79,82,0,0,1,1,0,1
CNAG_07924,570,1102,660,1263,971,601,1483,967,16,28,27,15,10,26
CNAG_07925,10655,12404,11728,10515,8371,7464,15342,10031,23,47,69,54,37,45
CNAG_07926,1680,3704,3036,4360,3254,1757,5263,3357,17,55,64,46,34,53
CNAG_07927,1731,1298,1453,996,769,1135,2036,1683,1,1,1,5,3,6
CNAG_07928,79,60,77,30,34,125,123,102,0,0,1,1,1,0
CNAG_07930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_07931,17,15,18,26,20,9,24,19,0,0,0,0,0,1
CNAG_07933,44,17,5,30,5,32,24,9,0,0,0,0,1,0
CNAG_07934,0,5,2,5,3,0,4,3,0,0,0,0,0,0
CNAG_07936,1508,3649,2811,2818,2510,1170,4664,2868,7,17,34,19,18,20
CNAG_07937,912,3213,2229,4433,3498,1212,4218,2875,20,75,87,45,34,56
CNAG_07938,691,2269,1205,2271,2073,431,2697,1742,3,4,7,8,6,8
CNAG_07939,137945,25400,52844,3590,5080,32596,27374,21462,10,31,44,67,90,73
CNAG_07940,564,1033,1142,908,1106,419,1773,1292,0,2,1,2,1,3
CNAG_07941,1246,4171,3735,6236,4674,1322,5459,3998,25,86,91,59,31,57
CNAG_07942,919,2556,1801,2004,1810,762,3052,2092,4,18,26,27,8,22
CNAG_07943,10133,4050,6324,1927,1666,3085,2933,2160,20,63,44,17,12,15
CNAG_07944,726,1254,1103,1340,1014,566,1658,1226,5,15,10,13,12,19
CNAG_07945,7,19,28,49,45,9,53,26,0,0,1,0,0,0
CNAG_07946,3,7,1,7,11,4,16,7,0,0,0,0,0,0
CNAG_07947,152,168,175,219,116,101,185,178,0,8,7,4,4,5
CNAG_07948,445,388,392,410,309,344,454,423,4,5,2,1,3,6
CNAG_07949,15,24,29,26,15,26,23,26,2,0,3,1,1,0
CNAG_07950,67,49,58,85,71,62,71,58,0,0,0,0,0,0
CNAG_07951,245,249,181,139,126,284,337,319,2,3,3,0,4,10
CNAG_07952,94,115,136,255,169,102,159,165,1,1,5,5,2,3
CNAG_07953,2147,2675,3696,2429,1519,1895,3956,3607,4,7,9,15,17,14
CNAG_07954,5,3,0,7,4,10,5,1,0,0,0,0,0,0
CNAG_07955,238,205,267,237,175,263,235,261,0,2,4,0,4,4
CNAG_07956,1286,2992,2437,3196,2189,1002,3861,2469,12,34,33,20,15,23
CNAG_07957,1511,1551,1870,1876,1329,1400,2085,1628,14,32,52,40,24,57
CNAG_07958,772,606,587,515,401,482,788,769,3,0,5,0,2,2
CNAG_07959,668,1548,1407,1497,1089,534,1793,1313,3,15,19,8,7,14
CNAG_07960,2612,1448,1522,1575,1180,1810,2082,1912,2,12,11,10,8,7
CNAG_07961,75,121,77,101,58,34,134,131,0,0,0,0,0,0
CNAG_07962,206,178,155,273,192,231,251,230,1,2,1,4,1,3
CNAG_07963,37,26,16,31,20,23,21,31,1,0,0,0,0,0
CNAG_07964,440,987,568,915,754,439,988,660,7,20,26,29,15,28
CNAG_07965,6774,11168,9455,6334,5058,4598,14482,8757,72,206,274,445,347,489
CNAG_07966,189,274,256,280,202,192,433,325,4,5,5,6,2,6
CNAG_07967,231,482,350,453,343,225,646,414,1,2,4,2,0,0
CNAG_07968,26,66,71,59,43,34,56,62,1,13,9,1,4,4
CNAG_07969,21,36,12,36,44,29,55,41,3,6,9,1,0,0
CNAG_07970,701,941,906,1196,1028,719,1263,1016,6,22,20,32,25,17
CNAG_07971,0,1,0,6,2,0,2,0,1,0,0,0,0,0
CNAG_07972,2729,1607,1880,1700,1133,1663,1985,1449,13,42,50,16,8,11
CNAG_07973,1195,631,705,912,563,1020,844,870,1,3,14,9,3,4
CNAG_07974,514,849,987,1078,624,378,1267,869,0,9,8,4,5,4
CNAG_07975,2809,1036,2093,1889,1335,2094,1781,2076,7,9,19,8,5,13
CNAG_07976,108,97,82,113,83,152,121,144,0,4,1,2,0,0
CNAG_07977,1405,2845,1936,3777,2922,1287,3600,2458,11,55,45,53,34,30
CNAG_07978,1811,3845,2862,4371,3651,1558,5227,3535,7,24,21,14,9,24
CNAG_07979,786,1259,1137,1512,1106,1060,1593,1356,2,6,13,31,15,26
CNAG_07980,443,505,570,458,359,707,699,640,2,5,11,6,3,5
CNAG_07981,794,228,496,13,22,157,102,115,4,2,5,2,0,1
CNAG_07982,638,1070,937,1234,903,613,1484,1255,11,29,33,19,8,22
CNAG_07983,195,299,315,346,183,123,330,290,0,0,4,2,2,0
CNAG_07984,11,1,6,7,5,7,7,11,0,0,0,1,0,0
CNAG_07985,90,329,256,497,260,129,425,259,1,0,1,1,0,0
CNAG_07986,382,1148,898,1276,906,389,1402,1060,8,12,12,23,12,16
CNAG_07987,1365,1270,1392,1508,1035,814,1794,1375,1,11,4,6,7,2
CNAG_07988,845,3005,2144,2953,2401,651,3796,2503,12,17,19,13,6,9
CNAG_07989,1147,1773,1834,1363,1083,813,2032,1505,12,32,31,36,28,27
CNAG_07990,138,469,304,537,292,126,557,354,3,10,8,7,3,6
CNAG_07991,4653,2375,2767,1705,1426,2929,2894,2359,5,11,14,5,7,7
CNAG_07992,178,105,182,140,72,113,163,126,2,3,2,0,3,8
CNAG_07993,145,265,197,525,257,183,295,272,1,2,3,3,2,5
CNAG_07994,1112,1275,1112,1348,1068,751,1666,1087,4,9,4,5,7,7
CNAG_07995,9847,5852,8401,6095,5278,7243,8498,6942,40,99,113,42,38,35
CNAG_07996,1806,943,1063,1074,973,1334,1227,1208,2,15,11,11,11,5
CNAG_07997,53,122,131,255,116,76,178,183,0,2,6,3,5,2
CNAG_07998,382,1741,1493,2680,1994,452,2254,1645,1,11,11,11,8,11
CNAG_07999,1702,998,1126,861,685,975,1374,1042,1,5,1,1,1,4
CNAG_08000,5,20,14,18,9,0,34,24,0,0,2,0,0,0
CNAG_08001,101,176,120,114,92,68,226,130,0,1,2,0,0,0
CNAG_08002,7483,9118,10666,7043,5983,4716,10721,7529,21,26,36,18,10,11
CNAG_08003,1262,828,1085,929,626,1193,1037,1191,5,9,14,19,17,15
CNAG_08004,464,220,280,472,308,341,356,241,5,6,12,6,6,8
CNAG_08005,347,396,232,587,371,359,436,372,2,11,11,9,1,9
CNAG_08006,302,231,326,244,203,294,337,330,2,4,0,5,2,5
CNAG_08007,143,104,115,103,58,168,111,113,1,3,0,0,1,3
CNAG_08008,2422,1850,1956,2422,1822,2253,3735,2930,2,11,7,9,9,5
CNAG_08009,100,254,207,183,96,106,239,269,0,0,1,3,1,2
CNAG_08010,0,8,12,22,7,2,11,7,0,0,0,0,0,0
CNAG_08011,1091,1016,1084,1265,859,714,1353,1238,1,4,4,2,9,3
CNAG_08012,1394,3298,2400,3888,2082,1360,3866,2067,13,36,37,46,27,41
CNAG_08013,822,1137,1182,1268,1017,538,1237,1003,9,6,16,9,9,9
CNAG_08014,1197,586,715,778,538,1453,745,711,0,3,0,0,2,0
CNAG_08015,190,159,146,196,111,247,191,167,0,0,2,0,1,1
CNAG_08016,13758,4315,6035,6978,4251,13945,6963,5302,26,83,100,74,44,68
CNAG_08017,0,8,10,8,6,14,13,3,0,0,0,0,0,0
CNAG_08018,1767,3060,2824,4154,3462,1921,4598,3544,8,36,40,16,13,25
CNAG_08019,1505,1048,1294,789,508,956,1315,1113,5,17,17,17,20,22
CNAG_08020,2200,1856,2405,2752,2051,1714,3615,3238,3,4,13,2,3,3
CNAG_08021,24,10,19,18,5,18,12,8,0,0,0,0,1,0
CNAG_08022,2367,4143,3778,4483,2969,1663,5326,2987,33,83,97,56,46,45
CNAG_08023,81,335,212,391,334,87,324,235,0,2,1,0,0,1
CNAG_08024,590,685,886,729,580,521,960,915,1,2,3,0,5,5
CNAG_08025,1440,2140,2141,3030,1864,1371,3358,2383,13,20,33,30,18,35
CNAG_08026,1985,870,752,936,812,1439,1237,925,7,22,18,13,10,16
CNAG_08027,3213,2202,2690,1814,1289,2574,2769,2553,7,16,28,23,20,25
CNAG_08028,1528,652,636,740,534,1079,804,645,3,14,15,10,12,7
CNAG_08029,89,505,261,708,451,162,683,406,1,5,5,7,6,6
CNAG_10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10003,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CNAG_10004,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CNAG_10005,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CNAG_10006,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10007,0,1,0,0,0,0,1,0,0,0,1,0,0,0
CNAG_10008,4,66,32,31,11,0,53,49,1,1,0,0,0,0
CNAG_10009,5,7,2,8,4,0,5,0,0,0,0,0,0,0
CNAG_10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10012,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CNAG_10013,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CNAG_10014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10017,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CNAG_10018,2,14,2,16,4,0,8,10,0,0,0,0,0,0
CNAG_10019,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CNAG_10020,3,1,0,0,0,0,0,0,1,0,1,0,0,0
CNAG_10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10022,2,2,0,7,0,2,3,3,0,0,0,0,0,0
CNAG_10023,1,0,4,0,0,0,0,0,0,0,0,0,0,0
CNAG_10024,15,25,31,37,12,16,19,12,1,0,0,0,0,0
CNAG_10025,1,1,0,0,0,3,0,0,0,0,0,0,0,0
CNAG_10026,0,0,0,0,1,0,0,3,0,0,0,0,0,0
CNAG_10027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10029,2,1,0,5,2,0,1,2,0,0,0,0,0,0
CNAG_10030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_10031,0,3,0,0,0,0,3,0,0,0,0,0,0,0
CNAG_10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
